frequency,Aol_dB,Aol_arg
4.606449740000000224e+06,2.576224489999999889e+01,1.230749110000000002e+02
4.821346190000000410e+06,2.548113479999999953e+01,1.218840490000000045e+02
5.046267830000000075e+06,2.519273129999999838e+01,1.207163860000000000e+02
5.281682339999999851e+06,2.489733169999999873e+01,1.195733199999999954e+02
5.528079209999999963e+06,2.459524250000000123e+01,1.184560599999999937e+02
5.785970799999999814e+06,2.428677649999999844e+01,1.173656260000000060e+02
6.055893339999999851e+06,2.397224980000000016e+01,1.163028580000000005e+02
6.338408099999999627e+06,2.365197889999999958e+01,1.152684179999999969e+02
6.634102509999999776e+06,2.332627799999999851e+01,1.142627990000000011e+02
6.943591429999999702e+06,2.299545709999999943e+01,1.132863389999999981e+02
7.267518379999999888e+06,2.265981980000000107e+01,1.123392230000000040e+02
7.606556910000000149e+06,2.231966189999999983e+01,1.114215020000000038e+02
7.961412000000000000e+06,2.197526949999999957e+01,1.105331039999999945e+02
8.332821509999999776e+06,2.162691879999999855e+01,1.096738409999999959e+02
8.721557720000000671e+06,2.127487440000000163e+01,1.088434239999999988e+02
9.128428949999999255e+06,2.091938920000000124e+01,1.080414779999999979e+02
9.554281210000000894e+06,2.056070400000000120e+01,1.072675449999999984e+02
1.000000000000000000e+07,2.019904689999999903e+01,1.065211029999999965e+02
1.046651209999999963e+07,1.983463379999999887e+01,1.058015709999999956e+02
1.095478759999999963e+07,1.946766799999999975e+01,1.051083169999999996e+02
1.146584169999999925e+07,1.909834060000000022e+01,1.044406730000000039e+02
1.200073709999999963e+07,1.872683100000000067e+01,1.037979360000000071e+02
1.256058600000000000e+07,1.835330670000000097e+01,1.031793779999999998e+02
1.314655250000000000e+07,1.797792439999999914e+01,1.025842540000000014e+02
1.375985509999999963e+07,1.760082999999999842e+01,1.020118039999999979e+02
1.440176900000000000e+07,1.722215909999999894e+01,1.014612589999999983e+02
1.507362900000000000e+07,1.684203790000000112e+01,1.009318489999999997e+02
1.577683200000000000e+07,1.646058310000000091e+01,1.004228020000000043e+02
1.651284040000000037e+07,1.607790320000000150e+01,9.993334980000000201e+01
1.728318439999999851e+07,1.569409830000000028e+01,9.946273010000000170e+01
1.808946580000000075e+07,1.530926089999999995e+01,9.901018940000000157e+01
1.893336130000000075e+07,1.492347660000000076e+01,9.857498429999999701e+01
1.981662550000000000e+07,1.453682410000000047e+01,9.815638389999999447e+01
2.074109510000000149e+07,1.414937609999999957e+01,9.775367009999999368e+01
2.170869230000000075e+07,1.376119959999999942e+01,9.736613959999999679e+01
2.272142910000000149e+07,1.337235620000000047e+01,9.699310400000000243e+01
2.378141130000000075e+07,1.298290249999999979e+01,9.663389060000000086e+01
2.489084289999999851e+07,1.259289060000000049e+01,9.628784290000000112e+01
2.605203089999999851e+07,1.220236859999999979e+01,9.595432019999999795e+01
2.726738969999999925e+07,1.181138039999999911e+01,9.563269839999999533e+01
2.853944639999999851e+07,1.141996639999999985e+01,9.532236930000000541e+01
2.987084610000000149e+07,1.102816400000000030e+01,9.502274079999999401e+01
3.126435730000000075e+07,1.063600719999999988e+01,9.473323619999999323e+01
3.272287739999999851e+07,1.024352739999999962e+01,9.445329429999999604e+01
3.424943920000000298e+07,9.850753539999999475e+00,9.418236849999999549e+01
3.584721710000000149e+07,9.457712100000000177e+00,9.391992659999999660e+01
3.751953310000000149e+07,9.064427529999999678e+00,9.366545010000000104e+01
3.926986479999999702e+07,8.670922290000000032e+00,9.341843380000000252e+01
4.110185150000000000e+07,8.277217099999999661e+00,9.317838480000000345e+01
4.301930270000000298e+07,7.883331079999999602e+00,9.294482240000000672e+01
4.502620520000000298e+07,7.489281899999999936e+00,9.271727690000000166e+01
4.712673220000000298e+07,7.095085899999999945e+00,9.249528920000000198e+01
4.932525129999999702e+07,6.700758239999999866e+00,9.227841019999999617e+01
5.162633400000000000e+07,6.306313010000000219e+00,9.206619980000000680e+01
5.403476500000000000e+07,5.911763360000000134e+00,9.185822629999999833e+01
5.655555229999999702e+07,5.517121580000000414e+00,9.165406579999999792e+01
5.919393720000000298e+07,5.122399200000000263e+00,9.145330140000000085e+01
6.195540610000000149e+07,4.727607129999999991e+00,9.125552229999999554e+01
6.484570079999999702e+07,4.332755660000000120e+00,9.106032360000000381e+01
6.787083129999999702e+07,3.937854629999999911e+00,9.086730470000000537e+01
7.103708770000000298e+07,3.542913480000000170e+00,9.067606940000000293e+01
7.435105390000000596e+07,3.147941289999999892e+00,9.048622469999999396e+01
7.781962059999999404e+07,2.752946909999999914e+00,9.029738039999999444e+01
8.145000009999999404e+07,2.357939009999999946e+00,9.010914800000000469e+01
8.524974120000000298e+07,1.962926130000000047e+00,8.992114019999999641e+01
8.922674490000000596e+07,1.567916780000000010e+00,8.973296999999999457e+01
9.338928050000000000e+07,1.172919510000000054e+00,8.954425039999999569e+01
9.774600359999999404e+07,7.779429549999999915e-01,8.935459310000000244e+01
1.023059730000000000e+08,3.829959199999999897e-01,8.916360819999999876e+01
1.070786700000000000e+08,-1.191254220000000086e-02,8.897090310000000102e+01
1.120740200000000000e+08,-4.067730680000000154e-01,8.877608209999999644e+01
1.173024090000000000e+08,-8.015758990000000361e-01,8.857874569999999892e+01
1.227747080000000000e+08,-1.196310809999999947e+00,8.837848940000000653e+01
1.285022970000000000e+08,-1.590967009999999959e+00,8.817490359999999328e+01
1.344970850000000000e+08,-1.985533079999999950e+00,8.796757220000000643e+01
1.407715370000000000e+08,-2.379996859999999881e+00,8.775607270000000426e+01
1.473386990000000000e+08,-2.774345359999999872e+00,8.753997459999999364e+01
1.542122280000000000e+08,-3.168564659999999922e+00,8.731883919999999932e+01
1.614064150000000000e+08,-3.562639780000000034e+00,8.709221879999999771e+01
1.689362200000000000e+08,-3.956554590000000093e+00,8.685965609999999515e+01
1.768172990000000000e+08,-4.350291649999999954e+00,8.662068299999999965e+01
1.850660400000000000e+08,-4.743832109999999602e+00,8.637482070000000078e+01
1.936995950000000000e+08,-5.137155530000000248e+00,8.612157820000000186e+01
2.027359160000000000e+08,-5.530239729999999909e+00,8.586045230000000572e+01
2.121937920000000000e+08,-5.923060650000000038e+00,8.559092669999999714e+01
2.220928890000000000e+08,-6.315592099999999931e+00,8.531247140000000684e+01
2.324537910000000000e+08,-6.707805650000000064e+00,8.502454210000000501e+01
2.432980420000000000e+08,-7.099670340000000301e+00,8.472657999999999845e+01
2.546481900000000000e+08,-7.491152490000000164e+00,8.441801069999999640e+01
2.665278370000000000e+08,-7.882215440000000406e+00,8.409824469999999508e+01
2.789616830000000000e+08,-8.272819309999999149e+00,8.376667630000000031e+01
2.919755830000000000e+08,-8.662920670000000101e+00,8.342268380000000150e+01
3.055965980000000000e+08,-9.052472290000000754e+00,8.306562929999999767e+01
3.198530490000000000e+08,-9.441422770000000853e+00,8.269485849999999516e+01
3.347745810000000000e+08,-9.829716230000000721e+00,8.230970120000000634e+01
3.503922210000000000e+08,-1.021729189999999932e+01,8.190947160000000338e+01
3.667384420000000000e+08,-1.060408389999999912e+01,8.149346819999999525e+01
3.838472340000000000e+08,-1.099002040000000058e+01,8.106097540000000379e+01
4.017541730000000000e+08,-1.137502369999999985e+01,8.061126389999999731e+01
4.204964910000000000e+08,-1.175900949999999945e+01,8.014359210000000644e+01
4.401131620000000000e+08,-1.214188640000000063e+01,7.965720760000000666e+01
4.606449740000000000e+08,-1.252355569999999929e+01,7.915134910000000446e+01
4.821346190000000000e+08,-1.290391039999999911e+01,7.862524899999999661e+01
5.046267830000000000e+08,-1.328283509999999978e+01,7.807813570000000425e+01
5.281682340000000000e+08,-1.366020540000000061e+01,7.750923690000000477e+01
5.528079210000000000e+08,-1.403588710000000006e+01,7.691778360000000703e+01
5.785970800000000000e+08,-1.440973619999999933e+01,7.630301409999999862e+01
6.055893340000000000e+08,-1.478159800000000068e+01,7.566417889999999602e+01
6.338408100000000000e+08,-1.515130659999999985e+01,7.500054660000000695e+01
6.634102510000000000e+08,-1.551868490000000023e+01,7.431140969999999868e+01
6.943591430000000000e+08,-1.588354350000000004e+01,7.359609150000000000e+01
7.267518380000000000e+08,-1.624568139999999872e+01,7.285395440000000633e+01
7.606556910000000000e+08,-1.660488480000000067e+01,7.208440740000000346e+01
7.961412000000000000e+08,-1.696092760000000155e+01,7.128691600000000506e+01
8.332821510000000000e+08,-1.731357129999999955e+01,7.046101160000000618e+01
8.721557720000000000e+08,-1.766256479999999840e+01,6.960630220000000179e+01
9.128428950000000000e+08,-1.800764560000000003e+01,6.872248319999999921e+01
9.554281210000000000e+08,-1.834853939999999994e+01,6.780934910000000571e+01
1.000000000000000000e+09,-1.868496160000000117e+01,6.686680540000000406e+01
1.046651210000000000e+09,-1.901661800000000113e+01,6.589488009999999463e+01
1.095478760000000000e+09,-1.934320629999999852e+01,6.489373589999999581e+01
1.146584170000000000e+09,-1.966441730000000021e+01,6.386368149999999844e+01
1.200073710000000000e+09,-1.997993749999999835e+01,6.280518260000000197e+01
1.256058600000000000e+09,-2.028945050000000094e+01,6.171887139999999761e+01
1.314655250000000000e+09,-2.059264010000000056e+01,6.060555519999999774e+01
1.375985510000000000e+09,-2.088919260000000122e+01,5.946622330000000289e+01
1.440176900000000000e+09,-2.117880020000000130e+01,5.830205120000000107e+01
1.507362900000000000e+09,-2.146116400000000013e+01,5.711440340000000049e+01
1.577683200000000000e+09,-2.173599719999999991e+01,5.590483199999999897e+01
1.651284040000000000e+09,-2.200302890000000033e+01,5.467507379999999984e+01
1.728318440000000000e+09,-2.226200740000000167e+01,5.342704260000000005e+01
1.808946580000000000e+09,-2.251270359999999826e+01,5.216281939999999651e+01
1.893336130000000000e+09,-2.275491440000000054e+01,5.088463840000000005e+01
1.981662550000000000e+09,-2.298846539999999905e+01,4.959487010000000140e+01
2.074109510000000000e+09,-2.321321389999999951e+01,4.829600080000000162e+01
2.170869230000000000e+09,-2.342905100000000118e+01,4.699061030000000017e+01
2.272142910000000000e+09,-2.363590340000000012e+01,4.568134649999999652e+01
2.378141130000000000e+09,-2.383373440000000087e+01,4.437089879999999908e+01
2.489084290000000000e+09,-2.402254489999999976e+01,4.306197010000000347e+01
2.605203090000000000e+09,-2.420237290000000030e+01,4.175724910000000278e+01
2.726738970000000000e+09,-2.437329340000000144e+01,4.045938230000000146e+01
2.853944640000000000e+09,-2.453541669999999897e+01,3.917094749999999692e+01
2.987084610000000000e+09,-2.468888679999999880e+01,3.789442849999999652e+01
3.126435730000000000e+09,-2.483387940000000071e+01,3.663219279999999856e+01
3.272287740000000000e+09,-2.497059870000000004e+01,3.538647129999999663e+01
3.424943920000000000e+09,-2.509927490000000105e+01,3.415934159999999764e+01
3.584721710000000000e+09,-2.522016049999999865e+01,3.295271410000000145e+01
3.751953310000000000e+09,-2.533352710000000130e+01,3.176832230000000123e+01
3.926986480000000000e+09,-2.543966199999999844e+01,3.060771550000000119e+01
4.110185150000000000e+09,-2.553886460000000014e+01,2.947225519999999932e+01
4.301930270000000000e+09,-2.563144309999999848e+01,2.836311530000000047e+01
4.502620520000000000e+09,-2.571771120000000010e+01,2.728128339999999952e+01
4.712673220000000000e+09,-2.579798530000000056e+01,2.622756659999999940e+01
4.932525130000000000e+09,-2.587258160000000018e+01,2.520259739999999837e+01
5.162633400000000000e+09,-2.594181349999999853e+01,2.420684260000000165e+01
5.403476500000000000e+09,-2.600598989999999944e+01,2.324061349999999848e+01
5.655555230000000000e+09,-2.606541269999999955e+01,2.230407620000000080e+01
5.919393720000000000e+09,-2.612037589999999909e+01,2.139726329999999876e+01
6.195540610000000000e+09,-2.617116349999999869e+01,2.052008590000000154e+01
6.484570080000000000e+09,-2.621804930000000056e+01,1.967234549999999871e+01
6.787083130000000000e+09,-2.626129560000000041e+01,1.885374559999999988e+01
7.103708770000000000e+09,-2.630115260000000177e+01,1.806390349999999856e+01
7.435105390000000000e+09,-2.633785830000000061e+01,1.730236100000000121e+01
7.781962060000000000e+09,-2.637163849999999954e+01,1.656859539999999953e+01
8.145000010000000000e+09,-2.640270609999999962e+01,1.586202860000000037e+01
8.524974120000000000e+09,-2.643126200000000026e+01,1.518203699999999934e+01
8.922674490000000000e+09,-2.645749460000000042e+01,1.452795949999999969e+01
9.338928050000000000e+09,-2.648158079999999970e+01,1.389910500000000049e+01
9.774600360000000000e+09,-2.650368579999999952e+01,1.329475970000000018e+01
