 v-sweep         v(vin)          v(vout)        
 1.44400000e+00  1.44400000e+00  2.41602755e-03 
 1.44500000e+00  1.44500000e+00  2.41662895e-03 
 1.44600000e+00  1.44600000e+00  2.41723161e-03 
 1.44700000e+00  1.44700000e+00  2.41783553e-03 
 1.44800000e+00  1.44800000e+00  2.41844068e-03 
 1.44900000e+00  1.44900000e+00  2.41904708e-03 
 1.45000000e+00  1.45000000e+00  2.41965470e-03 
 1.45100000e+00  1.45100000e+00  2.42026355e-03 
 1.45200000e+00  1.45200000e+00  2.42087362e-03 
 1.45300000e+00  1.45300000e+00  2.42148491e-03 
 1.45400000e+00  1.45400000e+00  2.42209739e-03 
 1.45500000e+00  1.45500000e+00  2.42271108e-03 
 1.45600000e+00  1.45600000e+00  2.42332597e-03 
 1.45700000e+00  1.45700000e+00  2.42394204e-03 
 1.45800000e+00  1.45800000e+00  2.42455930e-03 
 1.45900000e+00  1.45900000e+00  2.42517773e-03 
 1.46000000e+00  1.46000000e+00  2.42579734e-03 
 1.46100000e+00  1.46100000e+00  2.42641812e-03 
 1.46200000e+00  1.46200000e+00  2.42704006e-03 
 1.46300000e+00  1.46300000e+00  2.42766316e-03 
 1.46400000e+00  1.46400000e+00  2.42828741e-03 
 1.46500000e+00  1.46500000e+00  2.42891281e-03 
 1.46600000e+00  1.46600000e+00  2.42953936e-03 
 1.46700000e+00  1.46700000e+00  2.43016704e-03 
 1.46800000e+00  1.46800000e+00  2.43079586e-03 
 1.46900000e+00  1.46900000e+00  2.43142582e-03 
 1.47000000e+00  1.47000000e+00  2.43205690e-03 
 1.47100000e+00  1.47100000e+00  2.43268910e-03 
 1.47200000e+00  1.47200000e+00  2.43332242e-03 
 1.47300000e+00  1.47300000e+00  2.43395686e-03 
 1.47400000e+00  1.47400000e+00  2.43459240e-03 
 1.47500000e+00  1.47500000e+00  2.43522906e-03 
 1.47600000e+00  1.47600000e+00  2.43586682e-03 
 1.47700000e+00  1.47700000e+00  2.43650568e-03 
 1.47800000e+00  1.47800000e+00  2.43714563e-03 
 1.47900000e+00  1.47900000e+00  2.43778668e-03 
 1.48000000e+00  1.48000000e+00  2.43842882e-03 
 1.48100000e+00  1.48100000e+00  2.43907204e-03 
 1.48200000e+00  1.48200000e+00  2.43971635e-03 
 1.48300000e+00  1.48300000e+00  2.44036174e-03 
 1.48400000e+00  1.48400000e+00  2.44100820e-03 
 1.48500000e+00  1.48500000e+00  2.44165574e-03 
 1.48600000e+00  1.48600000e+00  2.44230435e-03 
 1.48700000e+00  1.48700000e+00  2.44295402e-03 
 1.48800000e+00  1.48800000e+00  2.44360476e-03 
 1.48900000e+00  1.48900000e+00  2.44425656e-03 
 1.49000000e+00  1.49000000e+00  2.44490942e-03 
 1.49100000e+00  1.49100000e+00  2.44556334e-03 
 1.49200000e+00  1.49200000e+00  2.44621831e-03 
 1.49300000e+00  1.49300000e+00  2.44687432e-03 
 1.49400000e+00  1.49400000e+00  2.44753139e-03 
 1.49500000e+00  1.49500000e+00  2.44818950e-03 
 1.49600000e+00  1.49600000e+00  2.44884866e-03 
 1.49700000e+00  1.49700000e+00  2.44950885e-03 
 1.49800000e+00  1.49800000e+00  2.45017008e-03 
 1.49900000e+00  1.49900000e+00  2.45083235e-03 
 1.50000000e+00  1.50000000e+00  2.45149564e-03 
